,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
865,Bhuvanesh_Shan,"Android @ VMware. Dabbles with Android, Kotlin, Vue.
Currently building Bezie (https://t.co/9zPCoIYVKD), a web based vector graphics tool!","Atlanta, GA",922,418,1400,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
866,debasisdas06,"Managing Partner @ Orisol Power (go green go solar), Associate Partner of SERGI TP France.",India,416,35,1037,2,"#ZomatoIPO was subscribed 38.25 times at the end of day 3 of bidding.

The IPO received 2,751.25 crore shares against an offer size of 71.92 crore shares.",['ZomatoIPO']
867,rrohitsharma6,Hello HR!!,,1,0,3,1,"team @zomatoin  another classic tweet for ur great IPO marketing team!

replace ""@FiatIndia FIAT  then "" to ""ZOMATO now""!
Do u see those @redbullindia REDBULL drunk bulls coming!

sir @Nithin0dha is @zerodhaonline is read to roleplay like @zomato
@deepigoyal 
@kunalb11
#ZomatoIPO https://t.co/smJbXMcXTS",['ZomatoIPO']
868,bvmsrkb,"తెలుగుదేశం కార్యకర్త!
 IITian,Ex IOCian, Attending IIMA","వావిలేటిపాడు,ప్రకాశం జిల్లా!",573,97,4959,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
869,karnanikunal,Random CA| born to read forced to work| hoping to migrate from full time corporate work to full time dad to my two boys| views are the wife's as in real life,,164,68,3240,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
870,BalKish20773818,I am working as pgt chemistry in cbse school,,131,40,1479,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
871,devlinlucyfer,,India,63,4,109,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
872,itspradeep98,"Assistant System Engineer at TCS🎉🎊

positional & intraday equity trader
📈📉📊🕖📏 
follow me and enjoy my free  trading call 😍","ग्वालियर, भारत",43,33,109,4,"#ZomatoIPO | Final subscription figures 👇

#Zomato https://t.co/nlb33ORT5T","['ZomatoIPO', 'Zomato']"
873,Gaurav_agrawal2,"PM Namo Admirer. Loving music, chat groups. @beingsalmankhan diehard fan #jaiho #StayHomeStaySafe",Bangalore,281,173,9192,0,"Finally not applied #ZomatoIPO, am I the only one?",['ZomatoIPO']
874,four_left_feet,🕺🕺Bullaaaaa,भारत,98,0,8,0,"Looking at the buzz, applied for @zomato ipo today, now realised that the discount codes I utilize while ordering will be financed by me! Not a good feeling 😑 #ZomatoIPO #ZomatoIPOLoss https://t.co/5sEjlWPJW2","['ZomatoIPO', 'ZomatoIPOLoss']"
875,Ansh_Speaks,Be Rich or Die Trying,Meerut,78,51,316,0,"@zomato @zomato @zomatoin Yes sir. Bas ab delivery sambhal lena. ;)

#ZomatoIPO #Zomato #zomatoindia","['ZomatoIPO', 'Zomato', 'zomatoindia']"
876,deb_19700,,,788,104,588,0,"#ZomatoIPO oversubscribed around 38x!!!!
Facts: 1. Valuation:60K crore. 
2. Last 3 years net losses: 42k crore.
Still, people, banks &amp; institutions think #btc is risky and overvalued!!!! #Bitcoin","['ZomatoIPO', 'btc', 'Bitcoin']"
877,CS_shivajhawar,Son and Brother| A Company Secretary| A partner at M/s. FIN Services| Durga Mata bhakth| Cheese Cake lover| Salman Khan fan| Instagram id :- cs_shivajhawar,In the present,252,185,10192,0,This 😂 #ZomatoIPO https://t.co/eJNPpkl9QX https://t.co/rXIIKC53Cp,['ZomatoIPO']
878,0hk72,,,4059,162,5947,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
879,patelankil,,"Ahmedabad,Mumbai",130,125,5166,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
880,gvkreddi,"👨‍🎓M.S., PGPM, MDP
🏫 @FIU @GreatLakes_MBA
👮‍♂️@FIUEnvironment @Thermaxglobal @SiemensGamesa
💹Research @fyers1
Data Maverick on the loose! Views - Personal!",Hyderabad,69,35901,16463,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
881,threadreaderapp,"I'm a 🤖 to help you read threads more easily. Reply to any tweet of a thread and mention me with the ""unroll"" keyword and I'll give you a link back 😀",Wherever threads are written..,1286,483310,1996818,0,"@mangrovewealth Hi, please find the unroll here: 1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?… https://t.co/QXPfJ4Cn0I See you soon. 🤖",['ZomatoIPO']
882,Aditya_jaiswal5,Trading since 2017  l Trading Options for a living 👨‍💻| Practicing Trend Following 📈| Making Algo Strategies🏗️ | Tweets are only for learning purpose 📖📚📕,"Lucknow, India",180,40,643,1,"@zomato #ipo what's the big deal :- it's the future they had dreamt off 
#ZomatoIPO","['ipo', 'ZomatoIPO']"
883,poornaprudhvi,d(dreams)/dx + ∫experiences = life,"Hyderabad, India",1722,391,747,0,"I think the reason behind @zomato ipo is to afford @YouTube ads 😆

#ZomatoIPO #zomatoindia 

PS: it's a joke","['ZomatoIPO', 'zomatoindia']"
884,everythingDSTR1,"Just another stock market nerd 
IPO's ; Stocks ; Economy and CALLS ;)",,6,1,6,0,"Retailers have a genuine shot at getting allotment in ZOMATO IPO which was subscribed only 7x . More retail participation was expected but then if one remembers GLAND PHARMA knows that it's the retailers who generally get it wrong. 
#ZomatoIPO #Zomato #zomatoindia","['ZomatoIPO', 'Zomato', 'zomatoindia']"
885,Prabhu_Siddappa,"Retailer ,Love Travel, Photography, Movies, Music, Stand up comedy, Plays, Himalayas, Forests and all God's creations 

RTs are not endorsement",Bangalore,5005,353,2110,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
886,raghupriya1,,delhi,120,8,91,2,"#ZomatoIPO: Investors Pour In Rs 2.09 Lakh Cr Bid, 40 Times More Than Firm Aimed To Raise In Public Offering

Know more: https://t.co/txWg2tHdy3 ; Report by: @007pandey https://t.co/mMQ6UX6DkK",['ZomatoIPO']
887,SKhosla814,,,9,0,22,6,"With every other person talking about the Zomato IPO, IBS Gurgaon brings the essential pointers you need to be aware of to get yourself up to the minute with the market. 

#IBS #IBSIndia  #PGPM #ICFAI #IBSGurgaon #Zomato #ZomatoIPO #FinanceNews #IPO #Trending #Stockmarket #MBA https://t.co/WnM4g5I61Z",[]
888,Sunitakhosla4,,,1,0,1,6,"With every other person talking about the Zomato IPO, IBS Gurgaon brings the essential pointers you need to be aware of to get yourself up to the minute with the market. 

#IBS #IBSIndia  #PGPM #ICFAI #IBSGurgaon #Zomato #ZomatoIPO #FinanceNews #IPO #Trending #Stockmarket #MBA https://t.co/WnM4g5I61Z",[]
889,UrvashiPrakash,"CDM| FC Writer| Storyteller| Banking Astronaut 
#Fintech #Banking #EducatetoInclude #SDG #ESG #Diversity #AI #Space #Oceans #Energy #Chai #F1",Boardroom,891,2128,18692,0,Good thread on the #ZomatoIPO https://t.co/ywcI39Vl1B,['ZomatoIPO']
890,taizun_tapia,,,2458,278,116373,2,"Is @DevenChoksey of @KRChoksey_ excited for the #PaytmIPO? What's his view of a complete business model? Listen in 
@TamannaInamdar #RelianceRetail #JustDial @jd_justdial #IDD #ZomatoIPO https://t.co/QtFEszJYvZ",['PaytmIPO']
891,threader_app,"Get good Twitter threads, every day • Apple’s App of the Day • Mention us with the keyword “compile” on a thread to turn it into an ad-free, single page.",Author? You can opt-out with the keyword “pause”,1203,76822,285819,0,"@1AshwinM Hey Ashwin, the thread from @anuragsingh_as is compiled now. You can read it here: https://t.co/EVsyqDuqS8  #ZomatoIPO",['ZomatoIPO']
892,Deepakbatraa,Learning the tricks of the Game...,"New Delhi, India",263,48,265,0,@Nithin0dha @NayantaraRai @zomato @zerodhaonline @deepigoyal Oh n I thought u were warning retail to stay away from #zomatoipo double standards bro 😜😜😜,['zomatoipo']
893,ETNOWlive,"Youtube: https://t.co/u54RR8hBYA 
Facebook: https://t.co/6ES2JftW4p 
Instagram: https://t.co/c5PGGA8jhY",India,72,671042,502276,2,"Is @DevenChoksey of @KRChoksey_ excited for the #PaytmIPO? What's his view of a complete business model? Listen in 
@TamannaInamdar #RelianceRetail #JustDial @jd_justdial #IDD #ZomatoIPO https://t.co/QtFEszJYvZ","['PaytmIPO', 'RelianceRetail', 'JustDial', 'IDD', 'ZomatoIPO']"
894,cres_rodrigues,"Strangers on twitter unite on my timeline..to speak my mind. I've, now, muted myself indefinitely.",Margao ,74,30,469,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
895,sonofsomnus,MMA | Basketball | Investing/Markets | Political Shenanigans,India,520,180,1612,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
896,shenoy_abhijeet,"23, BFM & CFP.

CFA Level 1 candidate.....

Amateur Investor.. I follow you only because you are better than me in finance..🔥","Bandra West, Mumbai",95,4,166,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
897,sunnyhsangtani,Creator of my own thoughts..can be sometimes funny..agnostic..,Bhopal,75,71,644,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
898,BokdeAshwin,,"Pune, India",120,31,112,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
899,adityakd01,Change is Permanent.,,880,123,1729,0,Is #ZomatoIPO a new scam in making? Has the company made proper disclosures? Has #Sebi vetted all details and done proper due diligence?,"['ZomatoIPO', 'Sebi']"
900,dpizback,Bharathiya.. A blip in the infinite expanse of space and time.... Gypsy Soul 🙂🇮🇳,,4996,375,2254,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
901,pankaj0201034,,,691,73,9785,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
902,kkumbhat,Perennially curious. Brimming with ideas. Seeking a purpose. Currently adrift in the sea of life. Tea Plantations and Realty #YPO #HBS #OPM #UCBerkeley #CA,"Kolkata, Jaipur",249,1490,6364,1,"A pin lies in wait for every bubble in this world, and when they both meet, some new age investors learn some very old lessons!!!!! 😀😀

#Investing #StockMarket #ZomatoIPO #Stocks #ValueInvesting","['Investing', 'StockMarket', 'ZomatoIPO', 'Stocks', 'ValueInvesting']"
903,ValueDevaraj,building Value Creatives Clothing,"Tiruppur, India",21,7,9,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
904,pranavagarwal30,Aspiring Social Entrepreneur. CA Finalist. SXC’21.  Believe in knowledge. Curious learner.,,69,65,823,0,"Been following #IPO subscriptions for some time now and noticed that NII and QIBs always apply for IPOs on the last day. 

Today, 2:30 pm- #ZomatoIPO was oversubscribed by 10.8x.

At 5 pm, it was oversubscribed 38.25x.

Anyone knows why they #invest last?

https://t.co/EgtUZnFWSV https://t.co/IBblBUyodY","['IPO', 'ZomatoIPO', 'invest']"
905,JRISHI09,"Doctor,Nutritionist and investor.","सोलापुर, भारत",1104,125,2947,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
906,ja1sharma,"Cybersecurity Researcher @SynackRedTeam | Hacker @hackthebox_eu | CVE-2020-12822, CVE-2020-17378, CVE-2020-29238 | CRTP, CEHv10",127.1,439,1072,3122,0,"@KotakBankLtd guys why UPI Mandates processed by Kotak App UPI are not working properly? I have accepted the UPI mandate via your Kotak App. Hwevr, thr is no update as to what amount is blocked or not, there is no data/updates whatsoever. Is your app working properly? #ZomatoIPO",['ZomatoIPO']
907,adityakd01,Change is Permanent.,,880,123,1729,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
908,fpjindia,The voice of #Mumbai. The Free Press Journal is one of the oldest English daily newspapers from Mumbai with a heritage of more than 90 years.,India,553,23734,253753,1,"Bids were received for a total of 2,751.25 crore shares against the total issue size of more than 71.92 crore shares.

#ZomatoIPO @zomato 

https://t.co/SbbW6ZRRmZ",['ZomatoIPO']
909,FoodmfgUK,Tweeting and retweeting all #foodmanufacutring and #mfgUK tweets,Manchester,21,4356,225764,1,@vijayshekhar #AajkuchToofaniFoodi po #Salesachin zomato new delivery bikes fastestdelivery I'm jo👑😜 #Zomato #ZomatoIPO #FMCG #Delivery 🚀 SCIENCE #Zomato #foodies #IPO #NEWS #NEWSALES #SALES #BREAKINGNEWS BREA👑 NEWS COO👑 #COOKING #AppStore👑 #Zomato #chefs #HORECA https://t.co/Lqj9gjWpfu,"['AajkuchToofaniFoodi', 'Salesachin', 'Zomato', 'ZomatoIPO']"
910,tusharsharma556,live every moment !!!,,248,27,744,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
911,srujandetox,"Two people in love, alone, isolated from the world, that's beautiful.",waldeinsamkeit,446,2197,93524,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
